lang,text
ita,Hanno ammesso che non erano coraggiosi.
eng,Tom passed out on the couch.
deu,Er ist nicht mehr so fleißig wie einst.
fra,Nous sommes prêts.
ita,Per lavoro vanno in Russia?
spa,Se me está olvidando el latín.
spa,Nos ordenaron que nos largáramos sin la menor explicación.
deu,Könnte ich einmal mit dir über etwas Persönliches reden?
fra,Puis-je l'emprunter pour deux semaines environ ?
fra,Je pensais t'avoir dit de te couper les cheveux.
ita,Amo il suo accento tedesco.
deu,"Was hältst du davon, wenn wir heute Abend zur Abwechslung mal draußen essen?"
deu,Gib mir dein ganzes Geld!
deu,"Wer am Morgen lacht, weint am Abend."
eng,What do you think of your gay friend?
fra,Ne vire personne !
spa,¿Qué desearía comer hoy?
eng,We should've made a papier-mâché model.
fra,Il est un peu naïf.
eng,I can't give you an immediate answer.
spa,Ella continuó hablando.
ita,È rosso ora.
ita,Devi colmare la perdita.
ita,Io sono arrabbiata con te.
ita,Sapete cosa? Noi resteremo là.
deu,"Tom dachte, er sei eine Katze."
spa,"Cuando la antena extensible se hubo retraído, Marc desconectó la señal."
fra,Es-tu malade ? Tu sembles pâle.
fra,Nous prendrons un ananas tout à l'heure.
spa,La ventolera estuvo a punto de despeñarme.
eng,Why are you wearing a Shawi dress?
deu,Hast du die Bestellung schon aufgegeben?
spa,No hay mejor desprecio que no hacer aprecio.
deu,"Sag ihm, dass ich es machen werde."
fra,Rendre visite à Tom était une bonne idée.
eng,Tom isn't likely to be charged with perjury.
deu,Dieses Gesetz ist nichts als Flickschusterei.
fra,Aujourd'hui nous mangerons du riz avec du poulet frit.
spa,Necesitamos muchas iniciativas empresariales para levantar la economía.
ita,Ne sono orgogliosa.
deu,Wir sagen uns alles.
deu,Könnt ihr ein Omelett machen?
ita,Io non ho alcuna obiezione.
deu,Er ist bestimmt unschuldig.
eng,You should ask Tom for details.
fra,"Demain, j’utiliserai sa voiture."
eng,I liked your book.
deu,Putz dir mindestens zweimal pro Tag die Zähne.
ita,Parliamo del problema di Tom.
eng,Which one of Japan's historical characters do you identify yourself with?
ita,"Di che nazionalità sono le nostre dottoresse? ""Marocchina."""
deu,Seit gestern ist Tom Vorsitzender eines Kaninchenzüchtervereins.
spa,Mi país es Turquía. Soy turca. Hablo turco.
eng,Can I have a copy of it?
fra,J'ai vraiment envie de te revoir.
deu,Halt die Klappe und hör mir zu!
spa,Le perdimos la pista en este riachuelo.
deu,Nehmen Sie Ihre Hand von meinem Schenkel weg!
deu,Schauen Sie! Die Katze ist in der Küche!
spa,Respóndeme esto.
ita,"Di che nazionalità erano le loro alunne? ""Lituana."""
spa,Despiértame a las ocho.
fra,Sais-tu comment y accéder ?
eng,Is Tom a good chess player?
ita,Lascia che risponda a questa domanda.
fra,J'ai une brouette dans mon garage que je n'ai jamais utilisée.
spa,La superficie del cráter lunar quedó iluminada por el potente haz de luz láser.
ita,Perché Tom non se ne va?
deu,Tom kümmert sich gerne um den Garten.
eng,Tom really knows how to tell a story.
ita,Ora che sono riuscita a sfasciarmi il ginocchio sono contenta.
ita,Noi tutti speriamo che non succeda niente.
fra,"« Dans quelles circonstances le corps a-t-il été découvert ? », demanda le commissaire."
spa,Los trenes pasan con mayor frecuencia que los autobuses.
fra,Elle avait honte de son inattention.
deu,Gern geschehen.
spa,¿Se están preparando?
ita,Sembrate piuttosto malate.
fra,Tom est suspecté d'être un espion russe.
spa,Los dos no son de la misma categoría.
spa,Algunos idiomas usan silabarios.
deu,Das Wetter erkennt man an dem Wind.
spa,El Festival de Primavera es también conocido como el Año Nuevo Chino.
eng,Tom appears to be wise.
fra,Je veux m'entretenir avec vous de cette liste.
spa,Repetí mi nombre.
eng,He didn't do me the courtesy of greeting me when he passed me by.
fra,Je n'arrive pas à croire que vous pensiez que je trichais.
ita,Sei troppo sospettosa.
deu,Was für eine Kälte!
deu,Wir machten zeitig zu.
spa,"¿Dónde está vuestra casa? ""Por allá."""
ita,"Voi avete lasciato questo, vero?"
fra,Tom aime le steak tartare.
deu,"Ich weiß, daß sich Tom kooperativ zeigen wird."
eng,Ziri brought out the revolver.
fra,Où les avez-vous vus ?
ita,Era dolorosa.
deu,Zu welchem Club gehörst du?
fra,La rencontre sportive a eu lieu le 15 octobre.
ita,La natura è un elemento molto importante nella cultura australiana.
spa,Debes leer.
spa,¿Se lo dijiste a tus padres?
spa,Él es incapaz de decir una mentira.
deu,Sie versperren die Sicht.
eng,I thought you knew that Tom wasn't going to be at today's meeting.
deu,Das Regenrohr ist verstopft.
ita,Lei pranza in aula?
fra,"Le temps passe, et le temps ne passera jamais."
eng,Have you ever gone camping?
fra,Vous êtes triste.
eng,No one suspected me.
ita,Fate questo per Tom.
ita,Al tuo posto avrei detto no.
eng,"Today, we have to sleep outdoors."
deu,"Ich habe etwas gefunden, was dir gefallen könnte."
spa,Vamos a intervenir cuanto antes.
deu,"Sind das alles deine Bücher, Tom?"
eng,"Gaming, women, and wine, while they laugh, they make men pine."
ita,Noi abbiamo cinque ospiti stasera.
fra,Il y a maldonne.
deu,Wie viele Kleider zum Wechseln hast du eingepackt?
eng,What an utter shower.
ita,Penso di avere il vantaggio.
spa,Barry se pone a tomar de vez en cuando.
deu,Der zieht dich bis aufs Hemd aus.
eng,I'm pretty sure I told you before not to talk to my girlfriend.
eng,This time I'm not joking.
ita,Era fuori con i suoi amici.
deu,Käme Auswanderung für dich in Frage?
deu,Was ist Ihre Lieblingsbeschäftigung?
ita,Come dovrei chiamarla?
eng,Tom knew that Mary was studying French.
deu,Tom war nicht so beschäftigt wie Maria.
ita,Penso sia disgustoso.
ita,Andate in vacanza in Palestina.
eng,Please tell me your location.
ita,Io non ho lamentele.
deu,"Findest du es toll, mich so zu ignorieren? Das ist unfaßbar unhöflich."
deu,Der Herr Müller hat gerade angerufen. Ihr Termin bei ihm heute Nachmittag – der platzt.
fra,Sa mère supporte toutes ses bêtises.
spa,El que espera desespera.
eng,Ask her to lend me some money.
fra,Espérons simplement que notre équipe gagne.
spa,Esas son palabras que marcan para siempre.
spa,Quiero hablar con la Policía.
deu,Wir benötigen diese Dinge nicht.
ita,L'ha distrutta in pochi mesi?
ita,I cinema stanno perdendo sempre più entrate per via della pirateria informatica.
ita,"A lei piacciono le mele, vero?"
spa,Mañana tengo que ir a Milán.
deu,Das ist ein wunderschöner Ring!
fra,Ma mère a acheté un parapluie jaune à mon frère.
fra,Tom a été kidnappé.
spa,Queda mucho más por hacer.
fra,Ça me rend nostalgique.
fra,Tu n'as pas accroché ton manteau derrière la porte.
spa,Realmente no quiero decepcionar a Tom.
deu,Tretet doch dem Schulorchester bei!
fra,"Habituellement, les lois concernant l'héritage sont complexes."
eng,Then he lay on the same bed.
ita,Siete splendidi e vi amo molto.
ita,Questa è la mia casa durante l'inverno.
fra,La main de Poutine est vide.
spa,Toco la guitarra.
eng,No one was seriously injured.
ita,Metta la valigia sotto il sedile.
fra,Je n'aime pas les aventures.
deu,"Keine Sorge, das kriegen wir wieder gerade gebogen!"
deu,Man kann im Meer tauchen.
ita,Io sono pronto?
deu,Ich wollte nicht ausufernd werden.
eng,What do you think is the most important quality for a leader?
eng,He devoted his evenings to a new hobby; he started to learn German.
fra,L'analyse lexico-rhétorique examine l'usage persuasif du vocabulaire.
deu,Sie ist zu schwach.
fra,Voilà ce que tu devrais faire.
fra,Cette station balnéaire n'est plus aussi populaire qu'autrefois.
deu,"Hör bitte, was ich dir sagen muss."
ita,Odiavo studiare l'esperanto.
spa,Flensburgo queda en el límite con Dinamarca.
spa,No entendemos nada de lo que él dice.
deu,Er verlief sich im Wald.
deu,Tom ist immer noch verwirrt.
eng,It's just what happens.
ita,Non va a costruire arene in Inghilterra.
fra,On va parler donc de l'histoire de la Russie.
ita,Sono egiziano.
fra,J'en ai assez de tes railleries.
fra,Comment puis-je savoir où elle enferme son argent ?
ita,Hai il passaporto indiano?
deu,"Bevor man krank wird, sollte man Obst essen."
eng,Sami was so terrified about this.
eng,Tom felt happy.
ita,Che ne dite di un altro po' di caffè?
eng,I thought that Tom might ask Mary to help him.
eng,Ziri has lived in at least forty homes.
fra,Il l'a tabassé !
fra,Tu temporises.
eng,The government is still groping for a solution to the problem.
ita,Non premete il grilletto.
fra,Il va cuisiner pour vous.
spa,La nieve ha desaparecido.
eng,Tom doesn't know the difference between a pope and an Orthodox priest.
ita,Perché non si unisce a noi questo pomeriggio?
spa,Nadie se cree lo que digo.
eng,Find out if Tom has any relatives living in Boston.
spa,Hay un gato en la cocina.
eng,Put your skates on and get on the ice.
spa,Hay una lista de espera.
spa,No hace falta seguir buscando.
eng,I've been living in Boston for the past three years.
deu,Er folgte.
deu,Diese Papageien sind meine. Deine sind die.
eng,I concluded that I had been deceived.
fra,Je serais ravie que tu puisses venir avec nous.
ita,Mary si tolse finalmente il cappotto.
ita,Non sta finendo di correggere dei compiti.
spa,Tom es un pensador visual.
eng,We did that already.
ita,Non mi sento più al sicuro qui.
fra,Je regrette cette décision.
spa,El bosque llega hasta el mar.
fra,Marie veut un café.
ita,Lui ha ancora una madre?
spa,¿Te duele cuando toses?
fra,Tu vas écouter.
spa,Aquí y ahora.
deu,Mir ist gerade etwas Verrücktes passiert.
fra,Est-ce que vos chevilles sont enflées quand vous vous réveillez le matin ?
deu,Schließ alle Türen und Fenster!
ita,"Tu riesci a farla, vero?"
deu,Die Hotelzimmer sind unglaublich gut konzipiert.
spa,Mi hermano mayor nunca escucha nuestros consejos.
deu,Richte ihn hin!
eng,"I can come, too, if you want me to."
spa,¿Cómo has pasado la noche?
fra,Mary a tout ce dont elle a besoin.
spa,Ellos escriben.
eng,She told me that she won't marry me.
deu,"Ich will, dass ihr mir die Wahrheit sagt."
fra,Il y avait cent personnes dans le hall.
spa,Sujeta.
fra,Isabella se mouillait.
eng,We didn't get married.
spa,Es obvio que mentiste.
fra,Tom parlait de façon saccadée.
deu,"Tom und Mary wissen, dass ich das nicht getan habe."
fra,Cette approche est celle adoptée par l'Union Européenne.
ita,Qualsiasi altro commento dopo il tuo è assolutamente inutile.
spa,Van a correr hacia Ifnayen.
eng,Dinner was awesome.
deu,Und lüge vor allem nicht.
ita,Dovresti investire i tuoi soldi.
ita,Riesci a chiamarle?
fra,"Et à présent, iront-elles avec eux ?"
fra,"Lorsqu'une lumière s'éteint, alors un homme meurt."
spa,"Si hoy acabáis acostándoos una hora antes, os prometo que este domingo os llevo al zoo."
spa,Ella estudia a los cocodrilos.
deu,"Wo ich auch hingucke, ich sehe nur Sand und nochmal Sand."
fra,Les phrases d'exemple doivent être autonomes.
deu,"Tom weiß vermutlich nicht, daß er das nicht mehr soll."
ita,Tom mi ha chiesto cosa avevo fatto.
deu,Die Uhr ist defekt.
deu,"Leute, die sich bei Esperanto auf den allgemeinen Sprachgebrauch berufen, bringen mich zum Lachen."
deu,Lautes Siegesgeschrei hallte durch die Gassen der Stadt.
spa,Qué bonita muñeca es esta.
ita,"Di che nazionalità erano le nostre alunne? ""Statunitense."""
spa,Me gustan los triángulos.
spa,¿Hay algo que Tom no haga?
eng,What Tom says makes sense.
fra,Je lui ai trouvé un travail.
spa,Argentina enfrentó una guerra con Gran Bretaña por las Islas Malvinas.
fra,Nous devons en parler aujourd'hui.
spa,Por fin.
eng,The election took place without incident.
deu,Die Schüler freuen sich auf den bevorstehenden Ausflug.
fra,Hier soir je suis resté éveillé jusque tard dans la nuit.
fra,"Je me sens en sécurité, avec toi."
fra,Il est quatre heures pile.
deu,Von gestern ist Essen übrig geblieben. Wir können es heute essen.
spa,Ella es especialista en culturas antiguas.
deu,"Das ist nicht das erste Mal, dass das passiert."
eng,Tom helped Mary to escape from prison.
deu,Manchmal werde ich traurig.
eng,Tom is a nut.
deu,Bitten wir um mehr Zeit!
deu,"Könnte es sein, dass du das, was sie sagte, falsch aufgefasst hast?"
spa,Tom llora cada vez que oye esta canción.
ita,Andrò a dare un'occhiata.
fra,Je ne fus pas diplômée.
ita,Lo sai il nome della morosa di Tom?
eng,Start your health care career in less than one year.
fra,Elle lui a enseigné les ficelles du métier.
spa,He aprendido a dibujar siguiendo sus lecciones.
fra,Embrassez les enfants de notre part à tous.
spa,La captura del príncipe por el rey llevó a otra guerra.
spa,Eso apesta.
eng,She got angry about my talk.
eng,What's going on is really weird.
deu,"Es ist wichtig, daß ihr Französisch lernt."
eng,I approve of everything that he does.
deu,"Ich wollte Sie darauf aufmerksam machen, dass einzig und allein die Wahrheit obsiegen wird."
spa,Ha nacido en los años cincuenta.
spa,El viento dejó de soplar.
fra,C'est un critique gastronomique.
deu,Wer hat dich geschickt?
ita,È sangue.
spa,Continué trabajando.
fra,"En certains endroits, les gens mouraient de faim."
deu,"Ich bin eine Frau, aber doch irgendwo auch ein Küken."
spa,No creo que este apartamento vaya a gustarte.
ita,Provo a entrare in contatto con sua sorella.
eng,I have something you should look at.
ita,Avete visto la nuova ragazza di Tom?
ita,Lui lo sta tendendo.
ita,Tom si è convertito all'Islam.
eng,I think you look much better now.
eng,"Tom, you're fired!"
eng,"Who are you, a good guy or a pretty girl?"
ita,Io mi sono svegliata.
spa,Mi amigo vive en México.
spa,Muchas lenguas toman palabras del inglés.
spa,Le expliqué la situación a Mary.
ita,Di solito è la sinistra che accompagna.
ita,Mary chiuse la bocca.
ita,Hanno preso la borsa sbagliata.
eng,I feel really special.
fra,Je ne l'avais pas détesté.
eng,I know Tom is a little homesick.
ita,La mia febbre non se ne andrà.
ita,Tom non ha mangiato del riso.
eng,Taro is taller than any other boy in his class.
fra,Elle déteste grossir.
eng,Mary is a babe.
fra,Tu veux encore un truc facile ?
eng,Sami heard those horrible screams.
deu,Ich habe ein grünes Haus.
fra,Je te confirme ma présence.
spa,Este es el chico en quien pienso.
eng,How would you solve this problem?
deu,Ich wünsche mit dir zu sprechen.
spa,"Hizo una finta a la derecha, otra a la izquierda, y golpeó con su cimitarra."
ita,Dice che ha imparato molto da lui.
ita,Lui mi ha catturata.
ita,Io gliel'ho detto che non volevo del caffè.
deu,Was bezweckt Tom damit?
ita,Le piacerebbe un appartamento con un bagno.
ita,Tom non fa un bagno da tre settimane.
ita,"Scusi, eminenza, mi passa il sale?"
ita,In Cina si dice che non si può giudicare un uomo dal suo aspetto.
spa,Él será asesinado por su jefe.
spa,¡Escucha! Están tocando mi música favorita.
ita,"Gli uomini sono come i cani di razza. Più sono pregiati, più se ne vanno prima."
fra,Il ne parle pas distinctement.
deu,Man hat uns bestohlen!
ita,"Potreste dirmi la password del Wi-Fi, per piacere?"
eng,She's a drama queen obsessed with fame.
eng,They gave them back to us.
deu,Er fühlte sich schuldig.
fra,Il faut toujours me prévenir à l’avance.
eng,I speak better French than Tom.
deu,Die Optimierung ist eine Teildisziplin der angewandten Mathematik.
eng,Should I really be worried?
deu,Das nächste ist für euch.
fra,Cette conversation téléphonique a changé sa vie.
eng,The teacher gave me full marks for math.
eng,She's young and healthy.
fra,Il est fâché contre nous.
eng,Tom's boss was really angry.
ita,Hanno studiato assieme a scuola.
fra,C'est un Apollon.
fra,"Ce n’est pas la peine de jurer, moi je ne te crois pas."
spa,No quiero despertar.
fra,Punir les mauvais et sauver les faibles.
fra,Il a fait un discours pour soutenir le projet.
ita,Non sto ringiovanendo.
ita,Si lamenta spesso del suo lavoro.
eng,Tom and I didn't know what to do.
deu,Wann hast du das letztemal Golf gespielt?
fra,Juge d'abord si tu connais l'envers de la médaille.
deu,Karl macht das sehr geschickt.
spa,La cortesía no cuesta nada.
spa,Quiero que te sientes aquí.
deu,"Morgen ist Dienstag, der zehnte Oktober."
ita,"Contessa, siete incantevole."
deu,Tom war so beeindruckt.
fra,Tu es fort contrarié.
ita,Voglio vedere le strade.
deu,"Nein danke, ich schaue nur."
deu,Ich helfe euch beim Autowaschen.
spa,"Vuelve a dormir, hijo mío, aún es de madrugada."
eng,Nothing could compete with that.
